train_loss,val_loss,lr
0.653790673788856,0.9847197771072388,0.0001997071467046472
0.5723559856414795,0.9439546489715576,0.00019883039235653812
0.5669085961930892,0.8986949110031128,0.0001973751424377793
0.5585422112661249,0.84751216173172,0.0001953503690480396
0.5458766642738792,0.8127821350097656,0.00019276855558857225
0.5363550922449898,0.7779154133796692,0.00018964561979789495
0.5363196642959819,0.7406545925140381,0.00018600081561363877
0.5302188676946303,0.7375380063056945,0.00018185661446562003
0.5269700227414861,0.7110671663284301,0.00017723856673200296
0.5299910394584432,0.68227201461792,0.00017217514421272203
0.5246337511960197,0.6735104465484619,0.0001666975645913675
0.521647696109379,0.6688891625404358,0.00016083959896778498
0.51964172019678,0.6555248975753785,0.00015463736364801516
0.5235125755562502,0.6384597086906433,0.00014812909747525697
0.521548841806019,0.644985728263855,0.00014135492607468357
0.5142693773788565,0.6259214854240418,0.00013435661446562004
0.5167307503083173,0.6195540809631348,0.00012717730956631105
0.5120180748841342,0.6158867597579956,0.00011986127417882196
0.5136859311777002,0.6228340125083923,0.0001124536140941453
0.5145025069222731,0.6082916808128357,0.00010500000000000002
0.5122227484689039,0.5993877696990967,9.754638590585476e-05
0.5128384653259727,0.5977689886093139,9.013872582117811e-05
0.5107564619358849,0.6002135705947876,8.282269043368901e-05
0.511269623742384,0.5845839881896973,7.564338553438001e-05
0.5082585338283988,0.5844343090057373,6.864507392531649e-05
0.5105031088871115,0.5745305943489075,6.187090252474307e-05
0.5076757239944795,0.5747699165344238,5.536263635198487e-05
0.5065639317035675,0.5816265654563904,4.916040103221507e-05
0.5027515292167664,0.5821215891838074,4.330243540863257e-05
0.5044453564812156,0.5687014579772949,3.7824855787278e-05
0.5077430290334365,0.5802435111999512,3.276143326799707e-05
0.4982240024734946,0.5745640587806702,2.8143385534380006e-05
0.4983780164928997,0.5689811968803405,2.3999184386361246e-05
0.49964742537807016,0.5663909935951232,2.0354380202105065e-05
0.5016625129124698,0.5604843139648438,1.723144441142776e-05
0.5000488354879267,0.5647020030021668,1.4649630951960416e-05
0.49637577025329366,0.551452739238739,1.2624857562220728e-05
0.5016643685453078,0.5513385725021362,1.1169607643461924e-05
0.49880872316220226,0.5527923512458801,1.0292853295352844e-05
0.4986068860572927,0.546555826663971,1e-05
