train_loss,val_loss,lr
0.5688612299660841,1.1229387044906616,0.00019999479108972367
0.3057146208981673,1.0681308364868165,0.00019997916493011034
0.2780585524936517,1.0173612833023071,0.0001999531232347445
0.2710303006072839,0.9631946730613709,0.00019991666885939155
0.268514243264993,0.9096587228775025,0.00019986980580168453
0.26606357966860134,0.8584042716026307,0.00019981253920068581
0.26531488820910454,0.8115141034126282,0.00019974487533632352
0.26711688935756683,0.7696176147460938,0.00019966682162870294
0.2669803202152252,0.7210875463485718,0.0001995783866372926
0.26628924533724785,0.6880746006965637,0.00019947958005998598
0.2654847092926502,0.652427008152008,0.00019937041273203768
0.2655802791317304,0.6164666271209717,0.00019925089662487544
0.2657880174616973,0.5867085456848145,0.00019912104484478716
0.2648170739412308,0.5618398308753967,0.00019898087163148392
0.26614512254794437,0.5411581420898437,0.00019883039235653812
0.2654223454495271,0.5175511074066163,0.000198669623521698
0.26459622755646706,0.49860915303230285,0.000198498582757078
0.26552023490269977,0.48102749705314635,0.00019831728881922547
0.2651893024643262,0.46590694785118103,0.00019812576158906363
0.2652656063437462,0.4513053524494171,0.00019792402206971158
0.2632092001537482,0.4385025203227997,0.00019771209238418104
0.2641471040745576,0.4261171615123749,0.00019748999577295025
0.2660079325238864,0.4140073108673096,0.00019725775659141547
0.26551929861307144,0.40560200691223147,0.00019701540030722
0.26457662632067996,0.39854114890098574,0.00019676295349746153
0.2671669175227483,0.39317466378211974,0.00019650044384577757
0.2641094997525215,0.38363450407981875,0.00019622790013930965
0.2646647021174431,0.3733541965484619,0.00019594535226554643
0.2660796083509922,0.36983141660690305,0.00019565283120904635
0.26631205280621845,0.366108193397522,0.00019535036904803966
0.26352692395448685,0.35847689390182497,0.00019503799895091072
0.2637149281799793,0.35620091676712035,0.00019471575517256078
0.2641207662721475,0.3516740465164185,0.0001943836730506515
0.26413291941086453,0.3481607449054718,0.00019404178900172975
0.26447921246290207,0.34324870705604554,0.0001936901405172342
0.26460117598374683,0.3383627116680145,0.00019332876615938395
0.26420656591653824,0.3346075117588043,0.0001929577055569496
0.26468171800176304,0.3326712310314178,0.00019257699940090765
0.2636375830819209,0.3289512181282043,0.0001921866894399783
0.2639143044749896,0.32373615860939026,0.0001917868184760472
0.26499490067362785,0.322833456993103,0.00019137743035947162
0.2653285426398118,0.32254895448684695,0.00019095856998427196
0.26493101318677265,0.3162732207775116,0.0001905302832832085
0.2632931371529897,0.31575713396072386,0.00019009261722274432
0.26326947162548703,0.3127013981342316,0.00018964561979789503
0.26459313308199245,0.3117078804969788,0.00018918934002696547
0.2624438827236493,0.3105471587181091,0.0001887238279461743
0.26429056252042454,0.30518613576889037,0.0001882491346041671
0.2631898994247119,0.3055522751808166,0.00018776531205641806
0.2628571856766939,0.30551530718803405,0.00018727241335952173
0.2646569758653641,0.30392621994018554,0.0001867704925653747
0.26302197327216464,0.30108101963996886,0.00018625960471524818
0.2631179156402747,0.3032049489021301,0.00018573980583375214
0.26464158420761424,0.3011978089809418,0.0001852111529226915
0.26248477523525554,0.2981614649295807,0.00018467370395481536
0.2636086444060008,0.2962923610210419,0.00018412751786745952
0.2650181216498216,0.2949954915046692,0.00018357265455608342
0.2626715339720249,0.29636421442031863,0.00018300917486770195
0.26213417078057927,0.2954063701629639,0.0001824371405942127
0.26284609238306683,0.2912991201877594,0.00018185661446562008
0.2609039656817913,0.2882952749729156,0.00018126766014315594
0.2617702956000964,0.2919697380065918,0.0001806703422122987
0.2633216666678588,0.2906858253479004,0.00018006472617569061
0.2614060429235299,0.2906288707256317,0.00017945087844595484
0.26240064452091855,0.28587427258491516,0.0001788288663384123
0.26148881887396175,0.2874750304222107,0.00017819875806370002
0.26314640790224075,0.2871910107135773,0.00017756062272029108
0.2619742813209693,0.2853324580192566,0.0001769145302869169
0.2607928402721882,0.28253825187683107,0.0001762605516148937
0.2616334905227025,0.28398279309272767,0.00017559875842035252
0.26103887769083184,0.28519657731056214,0.0001749292232763748
0.26249725619951886,0.27929157733917237,0.00017425201960503416
0.2599753277997176,0.2822855496406555,0.00017356722166934446
0.2611837138732274,0.2797649812698364,0.00017287490456511639
0.26255061104893684,0.2825799584388733,0.00017217514421272208
0.2634956066807111,0.27711924076080324,0.0001714680173487698
0.26147477080424625,0.2773069727420807,0.0001707536015176887
0.2620350445310275,0.2764132821559906,0.00017003197506322549
0.26018622517585754,0.27672555327415466,0.00016930321711985282
0.26043522357940674,0.27631925940513613,0.0001685674076040916
0.26122447351614636,0.27443332195281983,0.00016782462720574699
0.26128727942705154,0.2770647943019867,0.00016707495737906008
0.261221660921971,0.2769186007976532,0.00016631848033377535
0.2614257795115312,0.27994355201721194,0.00016555527902612557
0.261585579564174,0.275202089548111,0.0001647854371497346
0.26005666082104045,0.27315900444984437,0.00016400903912643954
0.26210906729102135,0.2744744575023651,0.00016322617009703283
0.2608369303246339,0.27458292603492734,0.00016243691591192566
0.2614726275205612,0.2745623564720154,0.00016164136312173355
0.2609769056240718,0.2759189546108246,0.00016083959896778498
0.26106657832860947,0.27254380464553835,0.00016003171137255452
0.2596965817113717,0.2736395275592804,0.00015921778893002107
0.26010954938828945,0.27183342933654786,0.00015839792089595247
0.2602474180360635,0.27085878372192385,0.00015757219717811772
0.25971118236581486,0.2711732304096222,0.0001567407083264276
0.26015742619832355,0.27457895755767825,0.0001559035455230047
0.2598551368961732,0.2701151406764984,0.0001550608005721844
0.26045670608679455,0.2712369894981384,0.00015421256589044738
0.25955139597256977,0.27166030287742615,0.0001533589344962853
0.2603670147558053,0.27057037711143495,0.00015250000000000002
0.25958724940816563,0.2697512114048004,0.00015163585659343841
0.2580923984448115,0.271044647693634,0.00015076659903966297
0.2588620862613122,0.2678569006919861,0.00014989232266256016
